"orderNo";"customerNo";"dateCreated";"dateRequested";"dateFulfilled"
299;91;"2011-03-11 04:55:07";"2011-03-23 04:55:07";"2011-03-21 04:55:07"
300;25;"2011-03-14 05:47:59";"2011-03-27 05:47:59";"2011-03-24 05:47:59"
301;107;"2011-03-14 07:07:25";"2011-03-25 07:07:25";"2011-03-23 07:07:25"
302;90;"2011-03-15 10:18:03";"2011-03-28 10:18:03";"2011-03-25 10:18:03"
303;34;"2011-03-16 04:22:46";"2011-03-24 04:22:46";"2011-03-22 04:22:46"
304;11;"2011-03-16 14:09:32";"2011-03-22 14:09:32";"2011-03-19 14:09:32"
305;58;"2011-03-19 09:32:36";"2011-03-29 09:32:36";"2011-03-27 09:32:36"
306;12;"2011-03-20 05:26:03";"2011-04-01 05:26:03";"2011-03-29 05:26:03"
307;55;"2011-03-20 06:54:35";"2011-03-26 06:54:35";"2011-03-24 06:54:35"
308;100;"2011-03-24 14:48:52";"2011-04-01 14:48:52";"2011-03-29 14:48:52"
309;6;"2011-03-27 21:56:06";"2011-04-03 21:56:06";"2011-03-31 21:56:06"
310;102;"2011-03-31 10:30:00";"2011-04-13 10:30:00";"2011-04-10 10:30:00"
311;58;"2011-04-01 09:00:49";"2011-04-07 09:00:49";"2011-04-04 09:00:49"
312;41;"2011-04-08 01:17:17";"2011-04-13 01:17:17";"2011-04-11 01:17:17"
313;42;"2011-04-08 17:24:36";"2011-04-15 17:24:36";"2011-04-12 17:24:36"
314;40;"2011-04-09 09:33:28";"2011-04-20 09:33:28";"2011-04-17 09:33:28"
315;54;"2011-04-10 22:24:50";"2011-04-22 22:24:50";"2011-04-20 22:24:50"
316;13;"2011-04-16 20:59:52";"2011-04-29 20:59:52";"2011-04-26 20:59:52"
317;40;"2011-04-17 16:37:27";"2011-04-25 16:37:27";"2011-04-22 16:37:27"
318;102;"2011-04-18 09:15:57";"2011-04-26 09:15:57";"2011-04-24 09:15:57"
319;28;"2011-04-22 20:20:52";"2011-05-01 20:20:52";"2011-04-29 20:20:52"
320;95;"2011-04-22 22:23:48";"2011-05-02 22:23:48";"2011-04-29 22:23:48"
321;37;"2011-04-27 10:01:44";"2011-05-03 10:01:44";"2011-04-30 10:01:44"
322;62;"2011-04-27 16:39:06";"2011-05-03 16:39:06";"2011-04-30 16:39:06"
323;43;"2011-04-27 20:28:23";"2011-05-09 20:28:23";"2011-05-06 20:28:23"
324;93;"2011-04-28 08:00:27";"2011-05-09 08:00:27";"2011-05-07 08:00:27"
325;68;"2011-05-04 06:07:15";"2011-05-15 06:07:15";"2011-05-13 06:07:15"
326;92;"2011-05-05 16:40:08";"2011-05-17 16:40:08";"2011-05-15 16:40:08"
327;96;"2011-05-08 16:35:22";"2011-05-17 16:35:22";"2011-05-14 16:35:22"
328;26;"2011-05-09 07:00:53";"2011-05-21 07:00:53";"2011-05-19 07:00:53"
329;28;"2011-05-09 23:57:12";"2011-05-16 23:57:12";"2011-05-14 23:57:12"
330;36;"2011-05-11 18:03:09";"2011-05-22 18:03:09";"2011-05-19 18:03:09"
331;13;"2011-05-12 02:25:18";"2011-05-23 02:25:18";"2011-05-20 02:25:18"
332;42;"2011-05-12 08:07:39";"2011-05-18 08:07:39";"2011-05-15 08:07:39"
333;102;"2011-05-14 15:10:36";"2011-05-19 15:10:36";"2011-05-17 15:10:36"
334;81;"2011-05-15 11:52:35";"2011-05-27 11:52:35";"2011-05-24 11:52:35"
335;52;"2011-05-16 12:35:38";"2011-05-25 12:35:38";"2011-05-22 12:35:38"
336;97;"2011-05-17 03:35:35";"2011-05-23 03:35:35";"2011-05-20 03:35:35"
337;12;"2011-05-19 04:16:47";"2011-05-31 04:16:47";"2011-05-28 04:16:47"
338;84;"2011-05-26 21:50:14";"2011-06-06 21:50:14";"2011-06-03 21:50:14"
339;27;"2011-05-29 04:37:26";"2011-06-10 04:37:26";"2011-06-08 04:37:26"
340;105;"2011-05-30 00:03:30";"2011-06-09 00:03:30";"2011-06-06 00:03:30"
341;71;"2011-05-31 17:37:49";"2011-06-06 17:37:49";"2011-06-04 17:37:49"
342;69;"2011-05-31 19:46:19";"2011-06-06 19:46:19";"2011-06-03 19:46:19"
343;74;"2011-06-02 09:17:31";"2011-06-12 09:17:31";"2011-06-10 09:17:31"
344;104;"2011-06-04 01:09:33";"2011-06-16 01:09:33";"2011-06-13 01:09:33"
345;45;"2011-06-04 04:08:17";"2011-06-15 04:08:17";"2011-06-13 04:08:17"
346;60;"2011-06-05 14:45:25";"2011-06-17 14:45:25";"2011-06-14 14:45:25"
347;11;"2011-06-08 02:51:47";"2011-06-21 02:51:47";"2011-06-18 02:51:47"
348;29;"2011-06-10 09:13:49";"2011-06-22 09:13:49";"2011-06-20 09:13:49"
349;40;"2011-06-17 23:19:09";"2011-06-22 23:19:09";"2011-06-20 23:19:09"
350;50;"2011-06-18 11:42:57";"2011-06-29 11:42:57";"2011-06-26 11:42:57"
351;56;"2011-06-19 08:12:21";"2011-07-01 08:12:21";"2011-06-29 08:12:21"
352;105;"2011-06-21 07:47:45";"2011-06-30 07:47:45";"2011-06-28 07:47:45"
353;67;"2011-06-22 14:18:59";"2011-06-29 14:18:59";"2011-06-27 14:18:59"
354;74;"2011-06-22 19:29:21";"2011-07-02 19:29:21";"2011-06-30 19:29:21"
355;29;"2011-06-23 02:16:33";"2011-07-02 02:16:33";"2011-06-30 02:16:33"
356;77;"2011-06-30 08:03:47";"2011-07-11 08:03:47";"2011-07-09 08:03:47"
357;93;"2011-06-30 17:04:44";"2011-07-09 17:04:44";"2011-07-07 17:04:44"
358;102;"2011-07-01 03:54:18";"2011-07-07 03:54:18";"2011-07-04 03:54:18"
359;31;"2011-07-02 01:25:43";"2011-07-13 01:25:43";"2011-07-10 01:25:43"
360;22;"2011-07-02 10:45:08";"2011-07-12 10:45:08";"2011-07-09 10:45:08"
361;26;"2011-07-02 21:38:29";"2011-07-13 21:38:29";"2011-07-11 21:38:29"
362;2;"2011-07-04 19:12:19";"2011-07-10 19:12:19";"2011-07-08 19:12:19"
363;60;"2011-07-05 07:24:17";"2011-07-13 07:24:17";"2011-07-11 07:24:17"
364;93;"2011-07-05 08:16:50";"2011-07-12 08:16:50";"2011-07-10 08:16:50"
365;73;"2011-07-07 04:29:35";"2011-07-13 04:29:35";"2011-07-10 04:29:35"
366;58;"2011-07-10 03:47:06";"2011-07-21 03:47:06";"2011-07-18 03:47:06"
367;23;"2011-07-12 01:39:28";"2011-07-22 01:39:28";"2011-07-20 01:39:28"
368;60;"2011-07-12 03:01:57";"2011-07-20 03:01:57";"2011-07-17 03:01:57"
369;42;"2011-07-12 21:35:37";"2011-07-18 21:35:37";"2011-07-15 21:35:37"
370;4;"2011-07-17 16:55:24";"2011-07-23 16:55:24";"2011-07-20 16:55:24"
371;35;"2011-07-19 08:01:16";"2011-07-25 08:01:16";"2011-07-23 08:01:16"
372;74;"2011-07-21 03:00:53";"2011-07-30 03:00:53";"2011-07-28 03:00:53"
373;98;"2011-07-21 05:38:54";"2011-07-31 05:38:54";"2011-07-29 05:38:54"
374;17;"2011-07-26 20:53:26";"2011-07-31 20:53:26";"2011-07-29 20:53:26"
375;35;"2011-07-28 17:57:26";"2011-08-02 17:57:26";"2011-07-31 17:57:26"
376;61;"2011-07-29 14:39:26";"2011-08-10 14:39:26";"2011-08-08 14:39:26"
377;41;"2011-07-29 16:22:40";"2011-08-05 16:22:40";"2011-08-03 16:22:40"
378;63;"2011-07-29 18:52:54";"2011-08-09 18:52:54";"2011-08-07 18:52:54"
379;65;"2011-08-03 18:33:36";"2011-08-10 18:33:36";"2011-08-08 18:33:36"
380;58;"2011-08-06 20:18:36";"2011-08-18 20:18:36";"2011-08-15 20:18:36"
381;5;"2011-08-07 20:24:20";"2011-08-13 20:24:20";"2011-08-11 20:24:20"
382;15;"2011-08-10 03:15:55";"2011-08-22 03:15:55";"2011-08-19 03:15:55"
383;107;"2011-08-10 11:07:45";"2011-08-21 11:07:45";"2011-08-18 11:07:45"
384;2;"2011-08-10 15:49:29";"2011-08-20 15:49:29";"2011-08-18 15:49:29"
385;100;"2011-08-12 11:06:59";"2011-08-25 11:06:59";"2011-08-22 11:06:59"
386;89;"2011-08-14 20:02:30";"2011-08-21 20:02:30";"2011-08-19 20:02:30"
387;94;"2011-08-15 03:40:57";"2011-08-27 03:40:57";"2011-08-24 03:40:57"
388;59;"2011-08-15 11:31:19";"2011-08-27 11:31:19";"2011-08-25 11:31:19"
389;49;"2011-08-15 13:59:20";"2011-08-22 13:59:20";"2011-08-20 13:59:20"
390;100;"2011-08-16 22:17:09";"2011-08-23 22:17:09";"2011-08-21 22:17:09"
391;52;"2011-08-20 09:16:29";"2011-08-27 09:16:29";"2011-08-25 09:16:29"
392;71;"2011-08-24 20:15:36";"2011-09-03 20:15:36";"2011-09-01 20:15:36"
393;78;"2011-08-25 01:44:50";"2011-09-06 01:44:50";"2011-09-03 01:44:50"
394;39;"2011-08-25 22:17:28";"2011-09-03 22:17:28";"2011-09-01 22:17:28"
395;10;"2011-08-28 05:36:34";"2011-09-10 05:36:34";"2011-09-07 05:36:34"
396;30;"2011-09-02 00:03:54";"2011-09-13 00:03:54";"2011-09-11 00:03:54"
397;72;"2011-09-03 17:05:18";"2011-09-10 17:05:18";"2011-09-08 17:05:18"
398;3;"2011-09-04 05:29:22";"2011-09-16 05:29:22";"2011-09-14 05:29:22"
399;86;"2011-09-04 13:11:49";"2011-09-11 13:11:49";"2011-09-09 13:11:49"
400;91;"2011-09-06 12:01:06";"2011-09-17 12:01:06";"2011-09-14 12:01:06"
401;60;"2011-09-09 21:57:56";"2011-09-21 21:57:56";"2011-09-18 21:57:56"
402;59;"2011-09-16 07:50:48";"2011-09-28 07:50:48";"2011-09-26 07:50:48"
403;85;"2011-09-20 12:11:36";"2011-10-01 12:11:36";"2011-09-29 12:11:36"
404;35;"2011-09-20 16:27:19";"2011-09-27 16:27:19";"2011-09-24 16:27:19"
405;74;"2011-09-20 19:18:57";"2011-09-26 19:18:57";"2011-09-24 19:18:57"
406;92;"2011-09-22 20:45:26";"2011-09-28 20:45:26";"2011-09-26 20:45:26"
407;104;"2011-09-23 08:51:48";"2011-10-03 08:51:48";"2011-10-01 08:51:48"
408;95;"2011-09-28 11:29:28";"2011-10-10 11:29:28";"2011-10-08 11:29:28"
409;63;"2011-09-28 23:35:38";"2011-10-10 23:35:38";"2011-10-08 23:35:38"
410;15;"2011-09-29 04:31:40";"2011-10-09 04:31:40";"2011-10-06 04:31:40"
411;56;"2011-10-01 19:23:59";"2011-10-10 19:23:59";"2011-10-07 19:23:59"
412;44;"2011-10-03 10:28:37";"2011-10-12 10:28:37";"2011-10-10 10:28:37"
413;15;"2011-10-03 11:03:50";"2011-10-14 11:03:50";"2011-10-11 11:03:50"
414;49;"2011-10-06 02:55:29";"2011-10-16 02:55:29";"2011-10-13 02:55:29"
415;85;"2011-10-06 07:07:11";"2011-10-15 07:07:11";"2011-10-13 07:07:11"
416;25;"2011-10-09 10:51:39";"2011-10-22 10:51:39";"2011-10-19 10:51:39"
417;45;"2011-10-11 00:44:42";"2011-10-16 00:44:42";"2011-10-14 00:44:42"
418;77;"2011-10-12 11:03:11";"2011-10-23 11:03:11";"2011-10-20 11:03:11"
419;40;"2011-10-13 22:12:18";"2011-10-19 22:12:18";"2011-10-16 22:12:18"
420;56;"2011-10-15 20:30:45";"2011-10-23 20:30:45";"2011-10-21 20:30:45"
421;38;"2011-10-16 20:24:32";"2011-10-27 20:24:32";"2011-10-24 20:24:32"
422;21;"2011-10-24 18:54:26";"2011-11-02 18:54:26";"2011-10-31 18:54:26"
423;73;"2011-10-29 12:58:13";"2011-11-06 12:58:13";"2011-11-03 12:58:13"
424;4;"2011-10-30 08:53:18";"2011-11-10 08:53:18";"2011-11-07 08:53:18"
425;27;"2011-11-03 14:28:05";"2011-11-12 14:28:05";"2011-11-10 14:28:05"
426;21;"2011-11-08 08:26:03";"2011-11-20 08:26:03";"2011-11-17 08:26:03"
427;68;"2011-11-08 18:47:56";"2011-11-20 18:47:56";"2011-11-17 18:47:56"
428;40;"2011-11-10 06:01:04";"2011-11-16 06:01:04";"2011-11-14 06:01:04"
429;11;"2011-11-10 11:37:05";"2011-11-18 11:37:05";"2011-11-15 11:37:05"
430;68;"2011-11-11 00:26:36";"2011-11-22 00:26:36";"2011-11-19 00:26:36"
431;44;"2011-11-14 20:22:43";"2011-11-23 20:22:43";"2011-11-20 20:22:43"
432;86;"2011-11-16 19:38:58";"2011-11-27 19:38:58";"2011-11-24 19:38:58"
433;94;"2011-11-19 15:10:54";"2011-12-02 15:10:54";"2011-11-29 15:10:54"
434;18;"2011-11-20 01:48:43";"2011-11-27 01:48:43";"2011-11-24 01:48:43"
435;3;"2011-11-20 05:47:40";"2011-11-30 05:47:40";"2011-11-27 05:47:40"
436;22;"2011-11-20 10:26:18";"2011-11-26 10:26:18";"2011-11-24 10:26:18"
437;9;"2011-11-21 12:01:01";"2011-11-30 12:01:01";"2011-11-28 12:01:01"
438;37;"2011-11-22 03:08:48";"2011-11-28 03:08:48";"2011-11-25 03:08:48"
439;82;"2011-11-22 16:53:32";"2011-11-29 16:53:32";"2011-11-26 16:53:32"
440;77;"2011-11-25 16:08:25";"2011-12-08 16:08:25";"2011-12-05 16:08:25"
441;89;"2011-11-28 03:55:14";"2011-12-07 03:55:14";"2011-12-04 03:55:14"
442;84;"2011-11-29 07:22:05";"2011-12-06 07:22:05";"2011-12-04 07:22:05"
443;56;"2011-11-29 19:07:41";"2011-12-12 19:07:41";"2011-12-09 19:07:41"
444;43;"2011-11-30 09:47:04";"2011-12-05 09:47:04";"2011-12-03 09:47:04"
445;9;"2011-12-01 20:30:32";"2011-12-12 20:30:32";"2011-12-10 20:30:32"
446;20;"2011-12-02 04:39:02";"2011-12-10 04:39:02";"2011-12-07 04:39:02"
447;84;"2011-12-03 04:30:44";"2011-12-14 04:30:44";"2011-12-11 04:30:44"
448;80;"2011-12-14 00:53:23";"2011-12-26 00:53:23";"2011-12-24 00:53:23"
449;2;"2011-12-15 02:17:21";"2011-12-22 02:17:21";"2011-12-19 02:17:21"
450;39;"2011-12-17 15:22:34";"2011-12-22 15:22:34";"2011-12-20 15:22:34"
451;101;"2011-12-17 16:25:00";"2011-12-28 16:25:00";"2011-12-26 16:25:00"
452;41;"2011-12-18 17:05:52";"2011-12-25 17:05:52";"2011-12-23 17:05:52"
453;58;"2011-12-23 15:52:40";"2011-12-29 15:52:40";"2011-12-26 15:52:40"
454;37;"2011-12-24 12:34:23";"2012-01-02 12:34:23";"2011-12-31 12:34:23"
455;73;"2011-12-26 01:36:17";"2012-01-06 01:36:17";"2012-01-03 01:36:17"
456;6;"2011-12-27 14:34:00";"2012-01-09 14:34:00";"2012-01-06 14:34:00"
457;83;"2011-12-27 23:12:57";"2012-01-03 23:12:57";"2012-01-01 23:12:57"
458;20;"2011-12-30 08:11:11";"2012-01-05 08:11:11";"2012-01-02 08:11:11"
459;30;"2012-01-04 05:11:58";"2012-01-15 05:11:58";"2012-01-13 05:11:58"
460;58;"2012-01-06 02:12:12";"2012-01-17 02:12:12";"2012-01-14 02:12:12"
461;54;"2012-01-09 10:09:45";"2012-01-18 10:09:45";"2012-01-15 10:09:45"
462;92;"2012-01-11 05:29:47";"2012-01-22 05:29:47";"2012-01-19 05:29:47"
463;25;"2012-01-11 06:13:57";"2012-01-17 06:13:57";"2012-01-14 06:13:57"
464;5;"2012-01-11 13:29:42";"2012-01-20 13:29:42";"2012-01-17 13:29:42"
465;68;"2012-01-12 11:54:42";"2012-01-21 11:54:42";"2012-01-18 11:54:42"
466;86;"2012-01-16 05:01:59";"2012-01-28 05:01:59";"2012-01-25 05:01:59"
467;38;"2012-01-16 13:59:53";"2012-01-25 13:59:53";"2012-01-22 13:59:53"
468;69;"2012-01-18 01:31:59";"2012-01-25 01:31:59";"2012-01-23 01:31:59"
469;91;"2012-01-21 03:38:20";"2012-01-28 03:38:20";"2012-01-26 03:38:20"
470;89;"2012-01-21 08:31:32";"2012-01-27 08:31:32";"2012-01-24 08:31:32"
471;101;"2012-01-23 07:27:28";"2012-01-30 07:27:28";"2012-01-27 07:27:28"
472;106;"2012-01-26 17:22:20";"2012-02-04 17:22:20";"2012-02-02 17:22:20"
473;18;"2012-01-26 19:33:57";"2012-02-02 19:33:57";"2012-01-30 19:33:57"
474;17;"2012-01-26 23:00:47";"2012-02-02 23:00:47";"2012-01-31 23:00:47"
475;94;"2012-01-28 23:40:38";"2012-02-09 23:40:38";"2012-02-06 23:40:38"
476;97;"2012-01-29 16:29:08";"2012-02-06 16:29:08";"2012-02-03 16:29:08"
477;92;"2012-02-03 01:08:17";"2012-02-16 01:08:17";"2012-02-13 01:08:17"
478;89;"2012-02-06 18:39:40";"2012-02-15 18:39:40";"2012-02-12 18:39:40"
479;41;"2012-02-06 20:49:51";"2012-02-17 20:49:51";"2012-02-14 20:49:51"
480;102;"2012-02-07 14:49:14";"2012-02-13 14:49:14";"2012-02-10 14:49:14"
481;42;"2012-02-08 22:41:25";"2012-02-15 22:41:25";"2012-02-12 22:41:25"
482;71;"2012-02-14 21:31:49";"2012-02-24 21:31:49";"2012-02-22 21:31:49"
483;40;"2012-02-18 13:38:33";"2012-03-01 13:38:33";"2012-02-27 13:38:33"
484;100;"2012-02-19 10:57:17";"2012-02-26 10:57:17";"2012-02-23 10:57:17"
485;94;"2012-02-19 23:41:06";"2012-03-02 23:41:06";"2012-02-29 23:41:06"
486;101;"2012-02-20 03:41:19";"2012-02-29 03:41:19";"2012-02-27 03:41:19"
487;75;"2012-02-21 14:25:46";"2012-02-29 14:25:46";"2012-02-27 14:25:46"
488;66;"2012-02-24 02:05:01";"2012-03-01 02:05:01";"2012-02-27 02:05:01"
489;93;"2012-02-26 15:51:17";"2012-03-09 15:51:17";"2012-03-06 15:51:17"
490;15;"2012-02-29 07:15:24";"2012-03-09 07:15:24";"2012-03-07 07:15:24"
491;29;"2012-03-06 07:14:59";"2012-03-17 07:14:59";"2012-03-15 07:14:59"
492;104;"2012-03-09 05:49:56";"2012-03-21 05:49:56";"2012-03-19 05:49:56"
493;16;"2012-03-10 10:02:18";"2012-03-21 10:02:18";"2012-03-18 10:02:18"
494;83;"2012-03-10 10:36:00";"2012-03-23 10:36:00";"2012-03-20 10:36:00"
495;92;"2012-03-11 07:36:10";"2012-03-22 07:36:10";"2012-03-19 07:36:10"
496;20;"2012-03-19 19:44:04";"2012-03-28 19:44:04";"2012-03-25 19:44:04"
497;27;"2012-03-21 19:52:14";"2012-03-30 19:52:14";"2012-03-27 19:52:14"
498;75;"2012-03-21 22:23:02";"2012-04-02 22:23:02";"2012-03-31 22:23:02"
499;56;"2012-03-23 12:30:39";"2012-04-01 12:30:39";"2012-03-29 12:30:39"
500;3;"2012-03-23 21:25:28";"2012-04-02 21:25:28";"2012-03-30 21:25:28"
501;84;"2012-03-25 19:55:08";"2012-03-31 19:55:08";"2012-03-29 19:55:08"
502;100;"2012-03-31 02:05:03";"2012-04-08 02:05:03";"2012-04-05 02:05:03"
503;47;"2012-04-02 03:57:19";"2012-04-13 03:57:19";"2012-04-11 03:57:19"
504;46;"2012-04-02 05:48:49";"2012-04-10 05:48:49";"2012-04-08 05:48:49"
505;73;"2012-04-09 22:41:36";"2012-04-21 22:41:36";"2012-04-19 22:41:36"
506;4;"2012-04-18 21:05:21";"2012-04-24 21:05:21";"2012-04-21 21:05:21"
507;17;"2012-04-20 18:19:18";"2012-04-26 18:19:18";"2012-04-24 18:19:18"
508;55;"2012-04-23 21:53:10";"2012-05-05 21:53:10";"2012-05-02 21:53:10"
509;11;"2012-04-24 15:04:49";"2012-05-05 15:04:49";"2012-05-02 15:04:49"
510;44;"2012-04-25 02:12:07";"2012-05-06 02:12:07";"2012-05-04 02:12:07"
511;15;"2012-04-29 02:40:21";"2012-05-11 02:40:21";"2012-05-08 02:40:21"
512;86;"2012-05-03 19:46:30";"2012-05-13 19:46:30";"2012-05-11 19:46:30"
513;20;"2012-05-05 12:45:53";"2012-05-15 12:45:53";"2012-05-12 12:45:53"
514;95;"2012-05-14 07:18:18";"2012-05-20 07:18:18";"2012-05-17 07:18:18"
515;80;"2012-05-14 13:44:31";"2012-05-22 13:44:31";"2012-05-19 13:44:31"
516;81;"2012-05-16 17:38:04";"2012-05-28 17:38:04";"2012-05-26 17:38:04"
517;34;"2012-05-17 11:06:21";"2012-05-27 11:06:21";"2012-05-25 11:06:21"
518;89;"2012-05-17 21:57:44";"2012-05-23 21:57:44";"2012-05-20 21:57:44"
519;10;"2012-05-21 14:10:02";"2012-05-31 14:10:02";"2012-05-28 14:10:02"
520;97;"2012-05-24 10:51:31";"2012-06-04 10:51:31";"2012-06-01 10:51:31"
521;97;"2012-05-24 18:11:32";"2012-06-06 18:11:32";"2012-06-03 18:11:32"
522;20;"2012-05-24 18:27:41";"2012-06-03 18:27:41";"2012-05-31 18:27:41"
523;49;"2012-05-25 06:09:27";"2012-06-03 06:09:27";"2012-06-01 06:09:27"
524;60;"2012-05-26 05:13:52";"2012-06-04 05:13:52";"2012-06-02 05:13:52"
525;105;"2012-05-26 10:11:58";"2012-06-08 10:11:58";"2012-06-05 10:11:58"
526;10;"2012-05-28 20:11:48";"2012-06-10 20:11:48";"2012-06-07 20:11:48"
527;39;"2012-05-29 23:10:52";"2012-06-10 23:10:52";"2012-06-07 23:10:52"
528;4;"2012-05-30 10:41:26";"2012-06-06 10:41:26";"2012-06-04 10:41:26"
529;9;"2012-05-30 19:42:27";"2012-06-10 19:42:27";"2012-06-08 19:42:27"
530;69;"2012-05-31 01:51:37";"2012-06-12 01:51:37";"2012-06-09 01:51:37"
531;105;"2012-06-02 00:34:56";"2012-06-10 00:34:56";"2012-06-07 00:34:56"
532;58;"2012-06-02 03:33:34";"2012-06-10 03:33:34";"2012-06-07 03:33:34"
533;71;"2012-06-04 01:01:30";"2012-06-13 01:01:30";"2012-06-11 01:01:30"
534;26;"2012-06-04 17:16:31";"2012-06-10 17:16:31";"2012-06-07 17:16:31"
535;21;"2012-06-05 14:58:30";"2012-06-17 14:58:30";"2012-06-15 14:58:30"
536;15;"2012-06-06 04:12:28";"2012-06-18 04:12:28";"2012-06-15 04:12:28"
537;15;"2012-06-08 17:53:38";"2012-06-14 17:53:38";"2012-06-12 17:53:38"
538;48;"2012-06-09 06:56:52";"2012-06-18 06:56:52";"2012-06-16 06:56:52"
539;69;"2012-06-09 10:42:17";"2012-06-14 10:42:17";"2012-06-12 10:42:17"
540;97;"2012-06-11 19:17:22";"2012-06-20 19:17:22";"2012-06-18 19:17:22"
541;2;"2012-06-14 18:28:39";"2012-06-27 18:28:39";"2012-06-24 18:28:39"
542;86;"2012-06-15 05:22:17";"2012-06-26 05:22:17";"2012-06-24 05:22:17"
543;51;"2012-06-15 08:45:19";"2012-06-22 08:45:19";"2012-06-19 08:45:19"
544;107;"2012-06-16 08:57:13";"2012-06-29 08:57:13";"2012-06-26 08:57:13"
545;36;"2012-06-16 22:13:57";"2012-06-25 22:13:57";"2012-06-23 22:13:57"
546;76;"2012-06-18 23:48:39";"2012-06-30 23:48:39";"2012-06-28 23:48:39"
547;60;"2012-06-27 02:37:59";"2012-07-03 02:37:59";"2012-06-30 02:37:59"
548;84;"2012-06-28 01:32:03";"2012-07-07 01:32:03";"2012-07-05 01:32:03"
549;77;"2012-07-03 19:10:58";"2012-07-15 19:10:58";"2012-07-13 19:10:58"
550;14;"2012-07-05 06:37:46";"2012-07-18 06:37:46";"2012-07-15 06:37:46"
551;32;"2012-07-09 02:08:15";"2012-07-19 02:08:15";"2012-07-17 02:08:15"
552;35;"2012-07-10 03:06:16";"2012-07-18 03:06:16";"2012-07-15 03:06:16"
553;70;"2012-07-16 01:30:52";"2012-07-24 01:30:52";"2012-07-22 01:30:52"
554;40;"2012-07-17 01:10:17";"2012-07-24 01:10:17";"2012-07-22 01:10:17"
555;12;"2012-07-20 04:32:23";"2012-07-31 04:32:23";"2012-07-28 04:32:23"
556;11;"2012-07-20 15:07:38";"2012-08-01 15:07:38";"2012-07-29 15:07:38"
557;85;"2012-07-24 15:42:57";"2012-08-05 15:42:57";"2012-08-02 15:42:57"
558;31;"2012-07-25 12:23:31";"2012-08-03 12:23:31";"2012-08-01 12:23:31"
559;66;"2012-07-26 11:18:48";"2012-08-07 11:18:48";"2012-08-04 11:18:48"
560;75;"2012-07-28 23:53:08";"2012-08-08 23:53:08";"2012-08-05 23:53:08"
561;42;"2012-08-01 04:30:35";"2012-08-11 04:30:35";"2012-08-09 04:30:35"
562;6;"2012-08-02 20:59:07";"2012-08-11 20:59:07";"2012-08-09 20:59:07"
563;103;"2012-08-06 16:07:22";"2012-08-15 16:07:22";"2012-08-13 16:07:22"
564;15;"2012-08-10 11:06:30";"2012-08-17 11:06:30";"2012-08-14 11:06:30"
565;88;"2012-08-10 11:40:54";"2012-08-17 11:40:54";"2012-08-14 11:40:54"
566;53;"2012-08-11 12:49:20";"2012-08-17 12:49:20";"2012-08-14 12:49:20"
567;3;"2012-08-13 23:51:26";"2012-08-22 23:51:26";"2012-08-19 23:51:26"
568;23;"2012-08-16 05:11:48";"2012-08-26 05:11:48";"2012-08-23 05:11:48"
569;4;"2012-08-17 09:01:57";"2012-08-26 09:01:57";"2012-08-23 09:01:57"
570;16;"2012-08-18 14:33:01";"2012-08-24 14:33:01";"2012-08-22 14:33:01"
571;95;"2012-08-18 14:44:10";"2012-08-28 14:44:10";"2012-08-25 14:44:10"
572;28;"2012-08-24 05:12:47";"2012-09-05 05:12:47";"2012-09-02 05:12:47"
573;83;"2012-08-31 05:30:37";"2012-09-12 05:30:37";"2012-09-10 05:30:37"
574;62;"2012-09-01 20:05:49";"2012-09-13 20:05:49";"2012-09-11 20:05:49"
575;95;"2012-09-05 10:33:44";"2012-09-18 10:33:44";"2012-09-15 10:33:44"
576;54;"2012-09-07 00:46:06";"2012-09-19 00:46:06";"2012-09-17 00:46:06"
577;21;"2012-09-09 10:48:01";"2012-09-17 10:48:01";"2012-09-15 10:48:01"
578;102;"2012-09-10 17:25:42";"2012-09-17 17:25:42";"2012-09-15 17:25:42"
579;62;"2012-09-17 19:40:51";"2012-09-26 19:40:51";"2012-09-23 19:40:51"
580;28;"2012-09-18 11:41:20";"2012-09-25 11:41:20";"2012-09-23 11:41:20"
581;9;"2012-09-23 10:02:48";"2012-10-01 10:02:48";"2012-09-28 10:02:48"
582;52;"2012-09-25 11:22:30";"2012-10-02 11:22:30";"2012-09-29 11:22:30"
583;89;"2012-09-25 21:04:58";"2012-10-08 21:04:58";"2012-10-05 21:04:58"
584;49;"2012-09-30 11:02:33";"2012-10-06 11:02:33";"2012-10-04 11:02:33"
585;70;"2012-10-01 00:11:14";"2012-10-06 00:11:14";"2012-10-04 00:11:14"
586;84;"2012-10-02 22:08:14";"2012-10-15 22:08:14";"2012-10-12 22:08:14"
587;45;"2012-10-06 15:50:08";"2012-10-15 15:50:08";"2012-10-12 15:50:08"
588;93;"2012-10-09 03:07:00";"2012-10-18 03:07:00";"2012-10-15 03:07:00"
589;2;"2012-10-09 17:29:25";"2012-10-18 17:29:25";"2012-10-16 17:29:25"
590;65;"2012-10-09 23:14:47";"2012-10-16 23:14:47";"2012-10-14 23:14:47"
591;74;"2012-10-11 05:35:12";"2012-10-22 05:35:12";"2012-10-20 05:35:12"
592;101;"2012-10-13 05:46:37";"2012-10-22 05:46:37";"2012-10-19 05:46:37"
593;51;"2012-10-16 13:40:49";"2012-10-23 13:40:49";"2012-10-20 13:40:49"
594;35;"2012-10-17 14:31:13";"2012-10-28 14:31:13";"2012-10-25 14:31:13"
595;42;"2012-10-20 08:25:10";"2012-10-27 08:25:10";"2012-10-25 08:25:10"
