"orderNo";"recipeNo";"qty";"dateStarted";"dateFinished";"discountMultiple"
367;1513;169;"2016-12-06 00:00:00";"2016-12-10 00:00:00";0.87
367;1554;120;"2009-12-09 00:00:00";"2009-12-13 00:00:00";0.38
367;1671;86;"2019-03-28 00:00:00";"2019-03-30 00:00:00";0.91
368;11;191;"2010-02-23 00:00:00";"2010-02-27 00:00:00";0.48
368;646;124;"2018-01-18 00:00:00";"2018-01-22 00:00:00";0.6
368;658;70;"2015-01-23 00:00:00";"2015-01-26 00:00:00";0.67
368;701;129;"2018-11-14 00:00:00";"2018-11-17 00:00:00";1.31
368;743;27;"2010-04-21 00:00:00";"2010-04-25 00:00:00";1.34
368;874;190;"2010-05-04 00:00:00";"2010-05-09 00:00:00";1.04
368;1685;191;"2014-09-07 00:00:00";"2014-09-12 00:00:00";0.23
369;745;44;"2016-01-17 00:00:00";"2016-01-21 00:00:00";0.93
369;801;101;"2012-06-20 00:00:00";"2012-06-23 00:00:00";0.04
369;1294;20;"2016-06-14 00:00:00";"2016-06-16 00:00:00";0.38
369;1335;90;"2016-06-23 00:00:00";"2016-06-28 00:00:00";0.0
370;145;74;"2012-09-28 00:00:00";"2012-09-30 00:00:00";0.7
370;230;117;"2015-10-17 00:00:00";"2015-10-21 00:00:00";0.59
370;301;119;"2012-03-07 00:00:00";"2012-03-12 00:00:00";0.18
370;390;93;"2015-04-03 00:00:00";"2015-04-06 00:00:00";0.41
370;1524;169;"2010-08-05 00:00:00";"2010-08-07 00:00:00";1.0
370;1707;98;"2013-12-20 00:00:00";"2013-12-23 00:00:00";0.93
370;1710;127;"2014-10-07 00:00:00";"2014-10-11 00:00:00";0.89
370;1790;84;"2012-11-03 00:00:00";"2012-11-06 00:00:00";0.37
371;668;122;"2013-05-03 00:00:00";"2013-05-08 00:00:00";0.66
371;741;160;"2009-07-07 00:00:00";"2009-07-11 00:00:00";1.33
371;745;185;"2009-10-29 00:00:00";"2009-11-01 00:00:00";0.47
371;1601;30;"2012-06-27 00:00:00";"2012-07-01 00:00:00";1.23
372;679;160;"2015-06-14 00:00:00";"2015-06-19 00:00:00";1.09
373;543;58;"2017-06-06 00:00:00";"2017-06-10 00:00:00";0.07
373;666;112;"2017-04-23 00:00:00";"2017-04-27 00:00:00";1.36
373;705;106;"2009-04-07 00:00:00";"2009-04-10 00:00:00";0.48
373;1099;158;"2009-02-19 00:00:00";"2009-02-22 00:00:00";1.23
373;1719;55;"2012-04-03 00:00:00";"2012-04-05 00:00:00";0.19
374;192;34;"2009-03-08 00:00:00";"2009-03-13 00:00:00";1.16
374;445;81;"2016-01-13 00:00:00";"2016-01-17 00:00:00";0.6
374;591;118;"2018-08-27 00:00:00";"2018-08-30 00:00:00";1.0
374;1172;111;"2009-01-19 00:00:00";"2009-01-24 00:00:00";1.44
374;1546;105;"2015-03-19 00:00:00";"2015-03-24 00:00:00";1.13
374;1653;139;"2016-01-15 00:00:00";"2016-01-20 00:00:00";1.05
374;1655;63;"2017-10-01 00:00:00";"2017-10-03 00:00:00";1.31
374;1786;169;"2013-04-06 00:00:00";"2013-04-10 00:00:00";1.24
374;1870;187;"2014-11-25 00:00:00";"2014-11-28 00:00:00";1.47
374;1890;90;"2017-05-22 00:00:00";"2017-05-27 00:00:00";1.38
375;36;121;"2014-11-19 00:00:00";"2014-11-23 00:00:00";0.7
375;360;124;"2018-01-24 00:00:00";"2018-01-27 00:00:00";1.06
376;667;69;"2014-06-07 00:00:00";"2014-06-12 00:00:00";1.46
376;760;32;"2016-10-31 00:00:00";"2016-11-04 00:00:00";0.9
376;921;75;"2011-08-16 00:00:00";"2011-08-21 00:00:00";0.45
376;928;146;"2018-05-23 00:00:00";"2018-05-28 00:00:00";1.07
376;1566;135;"2009-03-16 00:00:00";"2009-03-19 00:00:00";1.26
377;200;157;"2014-01-03 00:00:00";"2014-01-05 00:00:00";0.78
377;561;7;"2016-07-20 00:00:00";"2016-07-22 00:00:00";0.6
378;795;73;"2016-07-19 00:00:00";"2016-07-21 00:00:00";0.97
378;1529;114;"2017-04-17 00:00:00";"2017-04-20 00:00:00";0.84
378;1663;144;"2010-10-14 00:00:00";"2010-10-19 00:00:00";0.12
378;1665;157;"2015-07-04 00:00:00";"2015-07-07 00:00:00";0.47
378;1993;78;"2017-09-05 00:00:00";"2017-09-08 00:00:00";0.79
379;953;152;"2011-02-27 00:00:00";"2011-03-01 00:00:00";1.13
379;1019;49;"2012-10-12 00:00:00";"2012-10-14 00:00:00";0.96
379;1456;127;"2018-03-02 00:00:00";"2018-03-05 00:00:00";0.38
379;1879;15;"2019-10-14 00:00:00";"2019-10-17 00:00:00";1.04
380;363;156;"2018-10-09 00:00:00";"2018-10-11 00:00:00";0.4
380;1133;1;"2016-10-05 00:00:00";"2016-10-07 00:00:00";0.2
380;1351;118;"2013-06-05 00:00:00";"2013-06-09 00:00:00";0.9
380;1440;133;"2011-05-16 00:00:00";"2011-05-18 00:00:00";0.21
381;304;85;"2009-05-13 00:00:00";"2009-05-18 00:00:00";0.43
381;467;31;"2011-05-15 00:00:00";"2011-05-17 00:00:00";0.75
382;385;116;"2014-11-23 00:00:00";"2014-11-26 00:00:00";1.4
382;665;171;"2015-02-26 00:00:00";"2015-02-28 00:00:00";1.5
382;706;64;"2011-10-02 00:00:00";"2011-10-06 00:00:00";0.4
382;754;126;"2009-05-24 00:00:00";"2009-05-29 00:00:00";0.71
382;885;159;"2013-11-13 00:00:00";"2013-11-17 00:00:00";0.68
382;1416;189;"2013-01-28 00:00:00";"2013-01-31 00:00:00";0.59
383;392;61;"2014-07-01 00:00:00";"2014-07-03 00:00:00";0.33
383;1366;187;"2010-04-29 00:00:00";"2010-05-01 00:00:00";0.05
383;1523;194;"2012-07-13 00:00:00";"2012-07-16 00:00:00";0.49
383;1848;189;"2014-02-19 00:00:00";"2014-02-24 00:00:00";0.6
384;425;30;"2012-02-20 00:00:00";"2012-02-24 00:00:00";0.57
384;979;138;"2010-01-24 00:00:00";"2010-01-26 00:00:00";0.01
384;1460;92;"2017-05-11 00:00:00";"2017-05-14 00:00:00";0.09
384;1631;139;"2018-08-22 00:00:00";"2018-08-24 00:00:00";0.63
384;1935;173;"2010-11-13 00:00:00";"2010-11-17 00:00:00";0.64
385;144;123;"2014-10-08 00:00:00";"2014-10-12 00:00:00";0.32
385;341;168;"2019-05-27 00:00:00";"2019-05-31 00:00:00";0.13
385;569;67;"2012-11-09 00:00:00";"2012-11-14 00:00:00";0.02
385;1440;30;"2009-07-06 00:00:00";"2009-07-08 00:00:00";1.35
385;1499;115;"2010-06-11 00:00:00";"2010-06-13 00:00:00";0.57
385;1613;35;"2019-07-28 00:00:00";"2019-08-01 00:00:00";0.47
385;1763;79;"2013-12-05 00:00:00";"2013-12-07 00:00:00";1.27
386;259;101;"2018-08-17 00:00:00";"2018-08-19 00:00:00";0.98
386;376;50;"2011-02-18 00:00:00";"2011-02-22 00:00:00";0.92
386;831;49;"2014-02-24 00:00:00";"2014-02-26 00:00:00";0.6
386;959;47;"2019-02-14 00:00:00";"2019-02-16 00:00:00";1.29
386;1404;139;"2015-10-20 00:00:00";"2015-10-23 00:00:00";1.14
386;1823;113;"2012-09-06 00:00:00";"2012-09-11 00:00:00";0.92
387;715;30;"2017-04-07 00:00:00";"2017-04-12 00:00:00";0.29
387;1863;165;"2018-09-07 00:00:00";"2018-09-09 00:00:00";0.25
388;578;100;"2018-08-05 00:00:00";"2018-08-10 00:00:00";0.34
388;702;144;"2019-09-01 00:00:00";"2019-09-06 00:00:00";0.26
388;1196;106;"2017-09-26 00:00:00";"2017-09-28 00:00:00";1.46
388;1528;94;"2011-03-02 00:00:00";"2011-03-07 00:00:00";0.35
388;1930;15;"2015-04-14 00:00:00";"2015-04-19 00:00:00";1.49
389;115;142;"2013-05-15 00:00:00";"2013-05-20 00:00:00";0.01
389;752;59;"2018-10-12 00:00:00";"2018-10-17 00:00:00";0.52
389;808;94;"2019-09-18 00:00:00";"2019-09-22 00:00:00";0.96
389;1594;154;"2012-08-14 00:00:00";"2012-08-16 00:00:00";0.94
389;1984;78;"2011-11-15 00:00:00";"2011-11-18 00:00:00";0.59
390;85;44;"2012-02-17 00:00:00";"2012-02-19 00:00:00";0.91
390;395;71;"2012-06-16 00:00:00";"2012-06-20 00:00:00";0.92
390;403;87;"2013-10-26 00:00:00";"2013-10-29 00:00:00";1.38
390;608;61;"2016-07-08 00:00:00";"2016-07-10 00:00:00";1.2
390;1344;142;"2016-07-20 00:00:00";"2016-07-25 00:00:00";0.12
391;654;56;"2015-04-26 00:00:00";"2015-05-01 00:00:00";1.32
391;1236;102;"2017-12-30 00:00:00";"2018-01-02 00:00:00";0.58
391;1360;162;"2018-11-02 00:00:00";"2018-11-05 00:00:00";0.33
391;1385;66;"2018-06-14 00:00:00";"2018-06-18 00:00:00";0.82
391;1957;66;"2011-01-27 00:00:00";"2011-02-01 00:00:00";0.92
392;93;10;"2018-07-07 00:00:00";"2018-07-10 00:00:00";0.34
392;283;48;"2013-12-12 00:00:00";"2013-12-15 00:00:00";1.2
392;310;28;"2010-07-08 00:00:00";"2010-07-12 00:00:00";0.7
392;389;139;"2009-08-07 00:00:00";"2009-08-10 00:00:00";1.07
392;650;71;"2019-02-06 00:00:00";"2019-02-11 00:00:00";1.44
392;1176;78;"2014-07-22 00:00:00";"2014-07-25 00:00:00";0.88
392;1559;25;"2015-11-28 00:00:00";"2015-12-03 00:00:00";0.67
393;379;83;"2013-06-18 00:00:00";"2013-06-20 00:00:00";1.42
393;1100;145;"2018-04-21 00:00:00";"2018-04-26 00:00:00";0.38
393;1197;109;"2016-08-04 00:00:00";"2016-08-09 00:00:00";0.74
393;1352;198;"2015-01-11 00:00:00";"2015-01-16 00:00:00";0.9
393;1776;80;"2015-04-25 00:00:00";"2015-04-28 00:00:00";1.27
393;1898;117;"2019-05-01 00:00:00";"2019-05-05 00:00:00";1.21
394;282;104;"2013-07-20 00:00:00";"2013-07-23 00:00:00";1.25
394;741;32;"2016-02-04 00:00:00";"2016-02-07 00:00:00";0.17
394;755;90;"2014-01-13 00:00:00";"2014-01-15 00:00:00";0.39
394;813;107;"2015-07-01 00:00:00";"2015-07-06 00:00:00";0.08
394;844;127;"2018-01-01 00:00:00";"2018-01-04 00:00:00";1.33
394;887;22;"2016-12-21 00:00:00";"2016-12-24 00:00:00";0.13
394;1216;127;"2014-05-04 00:00:00";"2014-05-06 00:00:00";0.26
394;1431;45;"2009-08-07 00:00:00";"2009-08-12 00:00:00";1.15
394;1839;56;"2013-07-07 00:00:00";"2013-07-11 00:00:00";0.19
395;151;176;"2017-08-19 00:00:00";"2017-08-24 00:00:00";1.01
395;651;69;"2012-08-28 00:00:00";"2012-09-02 00:00:00";1.2
395;1441;172;"2016-10-15 00:00:00";"2016-10-17 00:00:00";1.31
395;1648;57;"2011-07-26 00:00:00";"2011-07-29 00:00:00";0.08
397;77;70;"2018-04-27 00:00:00";"2018-04-29 00:00:00";0.28
397;661;25;"2011-04-22 00:00:00";"2011-04-25 00:00:00";0.49
397;1254;25;"2013-04-01 00:00:00";"2013-04-05 00:00:00";1.22
397;1390;127;"2009-11-11 00:00:00";"2009-11-15 00:00:00";0.46
397;1805;13;"2015-02-12 00:00:00";"2015-02-16 00:00:00";0.96
398;539;23;"2014-12-03 00:00:00";"2014-12-07 00:00:00";1.25
398;619;59;"2013-06-18 00:00:00";"2013-06-22 00:00:00";0.05
398;1201;70;"2015-04-18 00:00:00";"2015-04-20 00:00:00";0.19
399;225;138;"2012-09-23 00:00:00";"2012-09-28 00:00:00";1.34
399;403;68;"2018-03-05 00:00:00";"2018-03-07 00:00:00";0.52
399;563;199;"2018-05-17 00:00:00";"2018-05-19 00:00:00";0.14
399;826;169;"2016-08-21 00:00:00";"2016-08-23 00:00:00";0.84
399;1158;61;"2012-09-28 00:00:00";"2012-10-01 00:00:00";0.76
399;1216;117;"2015-10-01 00:00:00";"2015-10-03 00:00:00";0.48
400;441;147;"2013-02-21 00:00:00";"2013-02-24 00:00:00";1.02
400;543;26;"2017-02-22 00:00:00";"2017-02-24 00:00:00";0.69
400;554;96;"2012-06-11 00:00:00";"2012-06-14 00:00:00";0.22
400;1221;191;"2017-03-19 00:00:00";"2017-03-21 00:00:00";0.91
400;1507;62;"2011-09-11 00:00:00";"2011-09-13 00:00:00";0.36
400;1972;4;"2013-07-10 00:00:00";"2013-07-15 00:00:00";1.38
401;243;119;"2019-07-24 00:00:00";"2019-07-26 00:00:00";0.18
401;621;161;"2009-02-01 00:00:00";"2009-02-04 00:00:00";0.61
401;658;183;"2015-05-08 00:00:00";"2015-05-10 00:00:00";1.05
401;958;118;"2010-11-22 00:00:00";"2010-11-25 00:00:00";1.16
401;985;85;"2009-09-17 00:00:00";"2009-09-20 00:00:00";0.77
401;1614;86;"2014-08-02 00:00:00";"2014-08-07 00:00:00";0.51
401;1617;134;"2011-06-19 00:00:00";"2011-06-22 00:00:00";0.56
402;900;148;"2018-06-09 00:00:00";"2018-06-12 00:00:00";0.11
402;1470;70;"2014-03-13 00:00:00";"2014-03-16 00:00:00";1.35
402;1882;85;"2013-05-19 00:00:00";"2013-05-23 00:00:00";1.44
403;199;176;"2017-01-10 00:00:00";"2017-01-13 00:00:00";0.02
403;518;128;"2019-11-21 00:00:00";"2019-11-24 00:00:00";0.29
403;1465;52;"2013-09-04 00:00:00";"2013-09-07 00:00:00";0.78
403;1723;73;"2017-01-10 00:00:00";"2017-01-14 00:00:00";1.18
404;654;17;"2014-06-16 00:00:00";"2014-06-19 00:00:00";1.45
404;806;163;"2012-05-09 00:00:00";"2012-05-11 00:00:00";1.46
404;969;7;"2019-05-13 00:00:00";"2019-05-15 00:00:00";0.37
404;1041;48;"2013-08-07 00:00:00";"2013-08-09 00:00:00";0.19
404;1162;133;"2012-09-21 00:00:00";"2012-09-26 00:00:00";0.07
404;1290;132;"2014-07-10 00:00:00";"2014-07-12 00:00:00";0.38
405;19;85;"2014-10-27 00:00:00";"2014-10-31 00:00:00";1.27
405;64;135;"2010-03-15 00:00:00";"2010-03-18 00:00:00";0.09
405;155;159;"2017-12-27 00:00:00";"2017-12-30 00:00:00";0.9
405;632;11;"2009-02-13 00:00:00";"2009-02-18 00:00:00";0.56
405;1185;96;"2017-11-03 00:00:00";"2017-11-06 00:00:00";1.22
405;1421;46;"2014-11-17 00:00:00";"2014-11-20 00:00:00";1.4
406;539;13;"2017-01-11 00:00:00";"2017-01-15 00:00:00";1.11
406;1078;1;"2012-01-29 00:00:00";"2012-02-02 00:00:00";0.7
406;1302;98;"2018-10-07 00:00:00";"2018-10-09 00:00:00";1.32
406;1968;37;"2011-04-14 00:00:00";"2011-04-16 00:00:00";0.4
407;378;145;"2019-06-09 00:00:00";"2019-06-11 00:00:00";0.52
407;429;82;"2017-12-12 00:00:00";"2017-12-17 00:00:00";1.4
407;1390;179;"2009-08-15 00:00:00";"2009-08-18 00:00:00";0.2
407;1805;149;"2016-01-23 00:00:00";"2016-01-25 00:00:00";1.11
407;1905;38;"2019-02-15 00:00:00";"2019-02-17 00:00:00";1.47
407;1981;81;"2012-08-26 00:00:00";"2012-08-31 00:00:00";0.07
408;47;34;"2018-02-20 00:00:00";"2018-02-22 00:00:00";1.37
408;142;136;"2018-11-01 00:00:00";"2018-11-03 00:00:00";0.29
408;563;86;"2017-07-31 00:00:00";"2017-08-03 00:00:00";0.63
408;825;128;"2011-04-07 00:00:00";"2011-04-09 00:00:00";0.96
408;1228;178;"2017-03-15 00:00:00";"2017-03-17 00:00:00";0.88
408;1302;112;"2015-04-23 00:00:00";"2015-04-27 00:00:00";0.99
408;1332;108;"2012-04-25 00:00:00";"2012-04-29 00:00:00";0.23
408;1465;80;"2010-01-14 00:00:00";"2010-01-16 00:00:00";0.51
408;1572;38;"2012-04-18 00:00:00";"2012-04-22 00:00:00";1.15
408;1657;171;"2012-09-09 00:00:00";"2012-09-14 00:00:00";0.29
408;1989;148;"2015-01-19 00:00:00";"2015-01-21 00:00:00";0.81
409;231;168;"2016-07-17 00:00:00";"2016-07-19 00:00:00";1.23
409;454;101;"2014-09-16 00:00:00";"2014-09-18 00:00:00";1.01
409;1361;102;"2019-05-17 00:00:00";"2019-05-21 00:00:00";1.41
409;1771;92;"2013-03-08 00:00:00";"2013-03-13 00:00:00";0.71
410;400;79;"2015-09-29 00:00:00";"2015-10-01 00:00:00";1.42
410;647;5;"2013-12-09 00:00:00";"2013-12-14 00:00:00";1.2
410;849;41;"2010-08-03 00:00:00";"2010-08-05 00:00:00";1.09
410;1093;168;"2011-05-04 00:00:00";"2011-05-09 00:00:00";0.97
410;1555;195;"2013-12-28 00:00:00";"2014-01-02 00:00:00";0.56
410;1558;105;"2011-12-25 00:00:00";"2011-12-28 00:00:00";0.03
410;1783;191;"2010-04-03 00:00:00";"2010-04-06 00:00:00";0.37
411;532;136;"2015-09-01 00:00:00";"2015-09-03 00:00:00";1.09
411;633;109;"2013-03-27 00:00:00";"2013-03-29 00:00:00";0.44
411;1234;30;"2009-10-05 00:00:00";"2009-10-10 00:00:00";1.46
411;1627;99;"2012-12-21 00:00:00";"2012-12-23 00:00:00";1.13
411;1683;106;"2009-04-23 00:00:00";"2009-04-26 00:00:00";1.25
411;1904;107;"2012-09-24 00:00:00";"2012-09-28 00:00:00";0.26
412;561;125;"2017-10-05 00:00:00";"2017-10-10 00:00:00";0.76
412;1498;108;"2019-09-27 00:00:00";"2019-09-29 00:00:00";0.28
413;162;37;"2019-11-02 00:00:00";"2019-11-06 00:00:00";1.07
413;603;91;"2017-02-10 00:00:00";"2017-02-12 00:00:00";1.22
413;822;76;"2016-09-10 00:00:00";"2016-09-13 00:00:00";0.23
413;908;39;"2015-07-28 00:00:00";"2015-08-02 00:00:00";1.16
413;1245;155;"2013-01-01 00:00:00";"2013-01-05 00:00:00";1.17
413;1379;23;"2010-05-17 00:00:00";"2010-05-20 00:00:00";0.46
414;210;107;"2012-07-10 00:00:00";"2012-07-12 00:00:00";0.54
414;279;44;"2010-10-20 00:00:00";"2010-10-23 00:00:00";0.9
414;1108;120;"2014-12-29 00:00:00";"2014-12-31 00:00:00";1.38
414;1829;169;"2012-10-15 00:00:00";"2012-10-18 00:00:00";0.08
415;87;132;"2009-03-29 00:00:00";"2009-03-31 00:00:00";1.42
415;662;157;"2017-06-15 00:00:00";"2017-06-17 00:00:00";1.35
415;1179;74;"2012-05-07 00:00:00";"2012-05-09 00:00:00";0.61
415;1712;136;"2019-07-14 00:00:00";"2019-07-16 00:00:00";0.61
415;1719;127;"2015-08-19 00:00:00";"2015-08-24 00:00:00";0.9
416;112;171;"2018-09-12 00:00:00";"2018-09-15 00:00:00";1.03
416;585;168;"2013-06-11 00:00:00";"2013-06-15 00:00:00";0.65
417;24;36;"2014-04-28 00:00:00";"2014-05-02 00:00:00";0.45
417;50;56;"2014-02-08 00:00:00";"2014-02-11 00:00:00";0.68
417;332;173;"2017-05-12 00:00:00";"2017-05-16 00:00:00";0.65
417;604;186;"2010-01-19 00:00:00";"2010-01-23 00:00:00";0.58
417;655;180;"2015-12-03 00:00:00";"2015-12-05 00:00:00";1.18
417;1410;183;"2018-01-26 00:00:00";"2018-01-28 00:00:00";1.17
417;1519;138;"2012-03-11 00:00:00";"2012-03-14 00:00:00";0.12
418;24;16;"2019-02-14 00:00:00";"2019-02-16 00:00:00";1.41
418;1206;51;"2016-01-08 00:00:00";"2016-01-12 00:00:00";1.5
419;91;16;"2016-06-03 00:00:00";"2016-06-07 00:00:00";0.4
419;1467;117;"2009-12-21 00:00:00";"2009-12-24 00:00:00";1.24
420;28;34;"2019-07-03 00:00:00";"2019-07-06 00:00:00";0.78
420;436;44;"2009-07-29 00:00:00";"2009-07-31 00:00:00";0.36
420;479;44;"2015-06-23 00:00:00";"2015-06-25 00:00:00";0.27
420;948;176;"2017-02-02 00:00:00";"2017-02-04 00:00:00";0.15
420;1155;68;"2009-02-15 00:00:00";"2009-02-19 00:00:00";1.35
421;939;97;"2010-12-30 00:00:00";"2011-01-03 00:00:00";1.41
421;1050;8;"2018-04-07 00:00:00";"2018-04-10 00:00:00";0.62
421;1956;16;"2016-07-17 00:00:00";"2016-07-22 00:00:00";0.96
422;48;4;"2016-10-19 00:00:00";"2016-10-21 00:00:00";0.63
422;601;178;"2016-04-08 00:00:00";"2016-04-13 00:00:00";0.71
422;1646;137;"2016-03-14 00:00:00";"2016-03-16 00:00:00";0.25
422;1858;77;"2011-12-23 00:00:00";"2011-12-25 00:00:00";1.04
423;75;178;"2011-07-17 00:00:00";"2011-07-20 00:00:00";0.27
423;1252;91;"2013-10-19 00:00:00";"2013-10-22 00:00:00";0.54
423;1415;71;"2011-12-28 00:00:00";"2011-12-31 00:00:00";0.32
424;324;3;"2015-03-01 00:00:00";"2015-03-03 00:00:00";0.81
424;930;181;"2010-12-26 00:00:00";"2010-12-31 00:00:00";0.05
424;1012;34;"2019-06-05 00:00:00";"2019-06-07 00:00:00";0.06
424;1162;139;"2009-09-05 00:00:00";"2009-09-07 00:00:00";0.13
425;535;32;"2018-08-29 00:00:00";"2018-09-01 00:00:00";0.27
425;852;166;"2011-04-02 00:00:00";"2011-04-04 00:00:00";0.55
425;945;155;"2016-05-01 00:00:00";"2016-05-03 00:00:00";0.72
425;1234;135;"2015-01-07 00:00:00";"2015-01-10 00:00:00";0.33
426;1197;40;"2011-07-07 00:00:00";"2011-07-11 00:00:00";0.73
426;1708;33;"2019-07-30 00:00:00";"2019-08-01 00:00:00";0.74
427;312;129;"2011-06-30 00:00:00";"2011-07-04 00:00:00";0.02
427;579;3;"2015-02-22 00:00:00";"2015-02-24 00:00:00";0.93
427;702;133;"2016-10-29 00:00:00";"2016-10-31 00:00:00";1.09
427;1988;31;"2018-11-04 00:00:00";"2018-11-06 00:00:00";0.14
428;672;154;"2016-12-25 00:00:00";"2016-12-27 00:00:00";1.45
428;1492;35;"2018-01-02 00:00:00";"2018-01-07 00:00:00";1.08
429;1086;90;"2013-12-31 00:00:00";"2014-01-05 00:00:00";1.27
430;376;61;"2009-03-13 00:00:00";"2009-03-18 00:00:00";1.24
430;416;17;"2011-06-28 00:00:00";"2011-07-03 00:00:00";1.08
430;605;76;"2019-10-31 00:00:00";"2019-11-02 00:00:00";1.1
430;696;62;"2013-12-08 00:00:00";"2013-12-12 00:00:00";0.43
430;729;136;"2010-06-12 00:00:00";"2010-06-17 00:00:00";0.74
430;1145;110;"2016-04-07 00:00:00";"2016-04-10 00:00:00";0.89
430;1191;125;"2018-10-23 00:00:00";"2018-10-26 00:00:00";1.49
430;1195;161;"2017-09-10 00:00:00";"2017-09-13 00:00:00";1.48
430;1997;85;"2012-03-16 00:00:00";"2012-03-21 00:00:00";0.75
431;72;154;"2011-10-09 00:00:00";"2011-10-11 00:00:00";0.25
431;191;195;"2019-10-23 00:00:00";"2019-10-28 00:00:00";1.44
431;206;3;"2009-06-07 00:00:00";"2009-06-12 00:00:00";1.25
431;313;70;"2013-01-16 00:00:00";"2013-01-19 00:00:00";0.2
431;373;111;"2016-08-08 00:00:00";"2016-08-13 00:00:00";0.51
431;540;183;"2015-05-24 00:00:00";"2015-05-28 00:00:00";0.23
431;661;118;"2014-08-21 00:00:00";"2014-08-26 00:00:00";0.53
431;745;163;"2013-07-01 00:00:00";"2013-07-03 00:00:00";1.01
431;974;2;"2016-08-08 00:00:00";"2016-08-13 00:00:00";0.77
431;1547;116;"2019-02-10 00:00:00";"2019-02-12 00:00:00";0.42
431;1903;75;"2015-08-24 00:00:00";"2015-08-29 00:00:00";1.36
432;202;56;"2019-04-09 00:00:00";"2019-04-12 00:00:00";0.6
432;1029;155;"2014-05-28 00:00:00";"2014-06-02 00:00:00";0.35
432;1310;3;"2009-09-06 00:00:00";"2009-09-11 00:00:00";0.11
432;1444;140;"2015-02-10 00:00:00";"2015-02-13 00:00:00";0.55
433;131;6;"2016-11-16 00:00:00";"2016-11-20 00:00:00";0.5
433;178;187;"2012-06-16 00:00:00";"2012-06-21 00:00:00";1.12
433;820;76;"2015-04-19 00:00:00";"2015-04-24 00:00:00";0.74
433;1350;114;"2018-07-18 00:00:00";"2018-07-23 00:00:00";1.5
433;1666;175;"2010-07-02 00:00:00";"2010-07-04 00:00:00";0.28
434;1033;7;"2009-03-15 00:00:00";"2009-03-18 00:00:00";0.54
434;1399;180;"2010-08-13 00:00:00";"2010-08-18 00:00:00";0.85
435;277;39;"2012-09-01 00:00:00";"2012-09-04 00:00:00";0.94
435;664;69;"2011-08-16 00:00:00";"2011-08-20 00:00:00";0.83
435;1590;151;"2018-11-12 00:00:00";"2018-11-14 00:00:00";0.55
435;1601;183;"2016-04-05 00:00:00";"2016-04-09 00:00:00";0.3
435;1920;86;"2018-08-09 00:00:00";"2018-08-11 00:00:00";1.47
435;1932;100;"2009-07-26 00:00:00";"2009-07-28 00:00:00";0.37
436;165;189;"2014-12-10 00:00:00";"2014-12-12 00:00:00";0.61
436;217;91;"2011-05-12 00:00:00";"2011-05-17 00:00:00";1.23
436;341;147;"2018-09-15 00:00:00";"2018-09-20 00:00:00";0.52
436;697;165;"2012-11-27 00:00:00";"2012-11-30 00:00:00";1.07
437;455;28;"2010-10-30 00:00:00";"2010-11-01 00:00:00";0.43
437;586;46;"2017-02-02 00:00:00";"2017-02-05 00:00:00";1.09
438;198;73;"2013-02-15 00:00:00";"2013-02-19 00:00:00";0.1
438;632;115;"2017-11-03 00:00:00";"2017-11-05 00:00:00";1.23
438;955;104;"2014-07-11 00:00:00";"2014-07-13 00:00:00";0.19
438;980;163;"2019-01-01 00:00:00";"2019-01-05 00:00:00";0.32
438;1511;141;"2009-04-11 00:00:00";"2009-04-16 00:00:00";0.29
438;1849;41;"2010-06-12 00:00:00";"2010-06-16 00:00:00";0.61
439;88;84;"2009-06-26 00:00:00";"2009-06-29 00:00:00";0.61
439;459;71;"2013-10-16 00:00:00";"2013-10-19 00:00:00";0.22
439;673;12;"2015-03-27 00:00:00";"2015-03-31 00:00:00";0.46
439;744;119;"2009-03-10 00:00:00";"2009-03-14 00:00:00";0.07
439;1911;147;"2014-02-28 00:00:00";"2014-03-04 00:00:00";0.58
440;179;196;"2019-10-26 00:00:00";"2019-10-30 00:00:00";1.13
440;386;19;"2013-04-04 00:00:00";"2013-04-08 00:00:00";0.76
440;945;87;"2013-02-20 00:00:00";"2013-02-24 00:00:00";1.47
440;1510;126;"2017-11-04 00:00:00";"2017-11-07 00:00:00";1.16
440;1523;157;"2014-01-19 00:00:00";"2014-01-24 00:00:00";0.16
440;1619;187;"2012-04-06 00:00:00";"2012-04-09 00:00:00";1.03
441;576;161;"2018-09-04 00:00:00";"2018-09-07 00:00:00";0.97
441;684;109;"2011-04-24 00:00:00";"2011-04-26 00:00:00";0.57
441;723;37;"2010-10-30 00:00:00";"2010-11-02 00:00:00";0.0
441;1579;173;"2019-01-04 00:00:00";"2019-01-08 00:00:00";0.55
441;1941;16;"2015-09-22 00:00:00";"2015-09-27 00:00:00";1.35
442;234;140;"2016-10-10 00:00:00";"2016-10-12 00:00:00";1.39
442;389;1;"2018-07-20 00:00:00";"2018-07-25 00:00:00";0.18
442;945;146;"2016-03-27 00:00:00";"2016-04-01 00:00:00";0.61
442;1064;155;"2018-11-13 00:00:00";"2018-11-17 00:00:00";0.79
442;1226;140;"2011-12-15 00:00:00";"2011-12-18 00:00:00";1.08
442;1320;20;"2019-04-27 00:00:00";"2019-05-02 00:00:00";1.11
442;1415;195;"2013-07-20 00:00:00";"2013-07-25 00:00:00";1.2
442;1437;79;"2010-08-07 00:00:00";"2010-08-12 00:00:00";0.96
443;228;164;"2018-04-30 00:00:00";"2018-05-02 00:00:00";0.17
